influencer_id,followers,likes,comments,shares,saves,profile_visits,link_clicks,purchase,engagement_score,ctr,conversion_rate
1,362171,32295,476,433,1261,7995,1132,1,8008.900000000001,0.141588492808005,0.0008833922261484099
54,199215,7367,107,196,295,757,258,0,1900.1000000000001,0.34081902245706736,0.0
53,24782,1494,67,43,74,282,78,0,421.6,0.2765957446808511,0.0
50,29700,1656,71,38,60,385,52,0,441.30000000000007,0.13506493506493505,0.0
83,193305,7276,126,211,206,1107,432,1,1830.7,0.3902439024390244,0.0023148148148148147
36,81396,7181,105,173,288,1908,481,1,1840.2,0.2520964360587002,0.002079002079002079
80,383189,22321,908,503,1011,4242,1100,1,6079.1,0.2593116454502593,0.0009090909090909091
58,293799,22247,1044,587,944,5212,1969,1,6137.5,0.37778204144282423,0.0005078720162519045
90,140393,10544,338,156,390,3095,920,1,2699.0,0.2972536348949919,0.0010869565217391304
76,374359,28333,694,750,797,5491,1868,1,7176.200000000001,0.34019304316153703,0.0005353319057815846
36,355321,32225,764,763,677,7669,1494,1,7902.700000000001,0.19481027513365498,0.0006693440428380187
48,353586,9534,172,199,269,1990,337,0,2347.3,0.16934673366834171,0.0
96,415488,16471,699,277,402,3526,967,1,4159.200000000001,0.2742484401588202,0.001034126163391934
85,204316,11339,241,131,624,2786,530,1,2979.2,0.19023689877961233,0.0018867924528301887
17,56272,5133,74,51,205,1111,304,1,1263.3000000000002,0.27362736273627364,0.003289473684210526
77,454614,27247,508,747,639,5380,1653,1,6737.5,0.30724907063197027,0.0006049606775559589
49,126169,10894,191,308,459,1741,399,1,2857.1000000000004,0.22917863296955773,0.002506265664160401
3,436978,36576,1584,1086,1889,8056,1625,1,10378.600000000002,0.20171300893743793,0.0006153846153846154
24,301124,23965,667,249,539,4253,1169,1,5732.0,0.2748648013167176,0.000855431993156544
6,437015,25531,931,367,625,5598,1373,1,6328.6,0.24526616648803143,0.0007283321194464676
84,387526,11040,345,197,491,2882,547,0,2911.2000000000003,0.18979875086745315,0.0
33,20116,1397,52,32,56,259,30,0,372.6,0.11583011583011583,0.0
87,194518,9082,231,115,449,2464,940,1,2371.6000000000004,0.3814935064935065,0.0010638297872340426
40,405705,35882,959,580,2062,7288,1815,1,9711.5,0.24903951701427005,0.0005509641873278236
18,365971,31974,1105,528,884,6749,1857,1,8024.1,0.2751518743517558,0.0005385029617662897
53,158956,13057,573,178,485,1737,541,1,3410.5,0.31145653425446174,0.0018484288354898336
15,194826,6958,128,75,228,1474,526,1,1690.5000000000002,0.3568521031207598,0.0019011406844106464
35,291198,22579,1065,464,685,2496,793,1,5921.1,0.3177083333333333,0.0012610340479192938
62,213606,13371,435,294,356,2352,670,0,3382.3000000000006,0.2848639455782313,0.0
69,365466,34283,1388,748,948,7999,2295,1,8832.6,0.28691086385798226,0.00043572984749455336
73,231305,14408,336,293,402,3760,585,1,3576.3,0.15558510638297873,0.0017094017094017094
76,408708,29698,816,461,1257,5030,1910,0,7675.900000000001,0.3797216699801193,0.0
7,167696,7752,306,83,302,1296,487,1,2003.1,0.3757716049382716,0.002053388090349076
17,460730,36514,1073,427,2150,7434,2113,1,9858.2,0.28423459779391985,0.000473260766682442
88,194216,10552,137,127,564,1561,247,1,2719.0,0.15823190262652145,0.004048582995951417
52,281393,7022,232,86,150,776,271,1,1700.6000000000001,0.3492268041237113,0.0036900369003690036
64,144718,7964,348,121,293,859,201,0,2085.9,0.2339930151338766,0.0
18,130549,6268,217,173,183,1133,450,1,1629.6000000000001,0.3971756398940865,0.0022222222222222222
90,352299,21606,462,439,1165,5121,957,1,5791.5,0.18687756297598127,0.0010449320794148381
54,354903,16127,757,179,635,4556,1289,1,4237.200000000001,0.28292361720807724,0.0007757951900698216
13,30938,1468,64,31,59,176,18,1,394.5,0.10227272727272728,0.05555555555555555
77,314732,21482,283,508,1230,4621,636,1,5777.500000000001,0.13763254706773426,0.0015723270440251573
60,160976,8453,382,194,473,1899,264,1,2395.8,0.13902053712480253,0.003787878787878788
7,108463,5660,124,127,148,988,160,1,1401.3000000000002,0.16194331983805668,0.00625
61,222508,22170,621,333,836,5973,966,0,5646.400000000001,0.1617277749874435,0.0
94,83012,8206,357,214,268,835,179,0,2183.9,0.21437125748502994,0.0
97,162403,9813,256,222,440,1218,478,1,2598.0000000000005,0.3924466338259442,0.0020920502092050207
58,7637,213,5,4,6,48,18,1,52.7,0.375,0.05555555555555555
43,109824,4266,95,76,126,600,231,0,1054.7,0.385,0.0
80,111471,5250,137,77,237,1197,425,1,1362.0,0.35505430242272346,0.002352941176470588
63,100864,4649,187,83,206,878,283,1,1246.2,0.3223234624145786,0.0035335689045936395
76,176635,7770,225,103,265,1398,163,1,1950.6,0.11659513590844063,0.006134969325153374
42,381565,12263,415,285,450,2945,657,1,3219.6,0.2230899830220713,0.0015220700152207
2,82360,6204,226,66,215,1835,415,1,1572.0000000000002,0.22615803814713897,0.0024096385542168677
88,353848,27381,911,710,1494,5240,1270,1,7623.900000000001,0.24236641221374045,0.0007874015748031496
36,398922,30227,402,823,1185,3438,910,1,7770.5,0.2646887725421757,0.001098901098901099
95,487347,17700,762,374,392,5210,1322,1,4496.400000000001,0.25374280230326296,0.0007564296520423601
37,304340,21932,758,296,888,5331,2089,1,5683.0,0.3918589382854999,0.0004786979415988511
44,460796,21481,1022,362,1278,4232,650,1,6083.0,0.15359168241965973,0.0015384615384615385
10,477585,36665,1809,403,875,8949,1651,1,9219.6,0.18448988713822773,0.0006056935190793458
85,484280,10531,431,133,407,2329,532,1,2740.4,0.22842421640188923,0.0018796992481203006
50,70184,2032,69,43,105,604,105,0,555.0,0.173841059602649,0.0
57,59144,4898,144,141,109,1401,161,0,1237.5,0.11491791577444682,0.0
25,46115,1891,54,31,109,500,156,0,514.1,0.312,0.0
42,222364,11425,318,281,391,1288,157,1,2953.5,0.12189440993788819,0.006369426751592357
98,256063,24921,1190,416,1067,7025,715,1,6724.000000000001,0.10177935943060498,0.0013986013986013986
83,79231,2163,35,63,89,222,39,0,565.4000000000001,0.17567567567567569,0.0
19,31128,1153,51,33,33,318,41,0,305.6,0.1289308176100629,0.0
25,201292,4955,217,55,152,598,112,0,1259.6,0.18729096989966554,0.0
83,63123,1935,85,50,39,540,58,0,495.7,0.10740740740740741,0.0
28,186143,8724,266,226,292,2103,328,1,2269.6000000000004,0.15596766524013314,0.003048780487804878
10,464822,14634,254,199,592,3935,487,1,3666.7000000000003,0.12376111817026683,0.002053388090349076
39,363320,23810,1064,515,1160,4152,530,1,6582.5,0.12764932562620424,0.0018867924528301887
9,126544,5000,243,145,149,848,312,0,1342.2,0.36792452830188677,0.0
25,418083,19097,592,453,590,4722,545,1,4904.5,0.11541719610334604,0.001834862385321101
88,232544,11226,253,222,368,1554,299,0,2821.5000000000005,0.19240669240669242,0.0
18,298313,16579,548,491,491,3916,1232,1,4326.3,0.3146067415730337,0.0008116883116883117
34,38477,2284,112,35,81,542,186,0,602.0999999999999,0.34317343173431736,0.0
32,256842,24406,905,302,555,4800,796,1,5989.099999999999,0.16583333333333333,0.001256281407035176
66,147339,4002,154,61,201,978,99,0,1080.9,0.10122699386503067,0.0
21,212383,18965,850,348,716,3046,959,1,5034.400000000001,0.3148391332895601,0.0010427528675703858
56,290291,15843,216,394,324,3626,561,1,3811.6000000000004,0.15471594043022616,0.0017825311942959
81,121712,12102,497,175,327,3306,771,1,3053.0,0.23321234119782214,0.0012970168612191958
67,406634,34680,1711,977,1875,3832,503,1,9975.4,0.13126304801670147,0.0019880715705765406
13,260095,14731,381,274,630,1479,263,1,3832.5000000000005,0.17782285327924274,0.0038022813688212928
71,367612,24094,849,490,531,3531,874,1,6011.1,0.2475219484565279,0.0011441647597254005
41,441670,26646,610,404,1027,3374,1276,1,6738.600000000001,0.3781861292234736,0.0007836990595611285
23,59362,4136,91,115,186,776,86,0,1102.0,0.11082474226804123,0.0
49,198587,8190,346,123,433,958,344,1,2243.5,0.35908141962421714,0.0029069767441860465
64,81425,3355,91,100,96,404,111,0,863.3,0.2747524752475248,0.0
2,490725,35997,744,1015,1347,4529,1461,1,9359.500000000002,0.3225877677191433,0.0006844626967830253
94,401601,28000,526,529,1567,3547,766,1,7486.900000000001,0.21595714688469128,0.0013054830287206266
53,60182,3389,102,72,194,920,139,0,934.4000000000001,0.15108695652173912,0.0
3,149375,6323,298,66,302,1549,543,0,1701.4,0.35054874112330536,0.0
46,173001,4363,187,100,200,548,161,1,1196.1,0.2937956204379562,0.006211180124223602
25,372658,20544,238,354,1089,4936,1173,1,5346.8,0.2376418152350081,0.0008525149190110827
2,137283,11359,543,176,407,3252,655,0,2992.1,0.20141451414514144,0.0
3,366417,26728,1140,667,1282,4313,505,1,7408.1,0.11708787386969627,0.0019801980198019802
15,496642,14006,146,179,681,4125,1629,1,3544.3000000000006,0.39490909090909093,0.0006138735420503376
66,480573,37939,1139,813,967,10908,2242,1,9500.0,0.20553722038870553,0.00044603033006244426
71,478919,22371,451,506,469,5461,1388,1,5429.099999999999,0.25416590368064457,0.0007204610951008645
93,390007,25975,970,650,1275,7115,1115,1,7155.0,0.1567111735769501,0.0008968609865470852
71,133406,6900,103,141,168,969,387,1,1664.6000000000001,0.3993808049535604,0.002583979328165375
91,189535,18446,509,280,987,4484,1372,1,4929.300000000001,0.30597680642283676,0.0007288629737609329
42,280107,11961,451,192,602,2678,329,1,3233.7000000000003,0.12285287528005974,0.00303951367781155
25,260669,12065,411,198,616,1377,410,1,3249.9,0.29774872912127814,0.0024390243902439024
22,366252,21893,1051,350,454,4080,448,0,5512.3,0.10980392156862745,0.0
3,271285,22236,416,498,487,4374,456,0,5393.400000000001,0.10425240054869685,0.0
24,44451,1679,30,42,50,468,127,0,420.2,0.27136752136752135,0.0
65,291542,17338,805,495,461,1741,688,0,4585.400000000001,0.3951751866743251,0.0
50,86110,7460,211,113,411,1039,399,1,2005.3999999999999,0.38402309913378246,0.002506265664160401
71,279335,27225,765,787,1281,4364,682,1,7403.2,0.15627864344637946,0.001466275659824047
54,482219,15194,215,280,787,1949,271,1,3971.9,0.13904566444330427,0.0036900369003690036
53,264427,8818,413,233,301,2038,532,1,2374.0000000000005,0.26104023552502453,0.0018796992481203006
44,313838,6720,94,90,250,1358,193,1,1654.0,0.14212076583210603,0.0051813471502590676
49,185324,6425,66,124,304,933,130,1,1648.0,0.13933547695605572,0.007692307692307693
2,415354,15737,696,414,596,3113,514,1,4262.0,0.16511403790555734,0.0019455252918287938
5,196824,5485,153,158,318,811,232,1,1538.5,0.28606658446362515,0.004310344827586207
18,232336,9691,98,128,329,1581,533,1,2340.0,0.3371283997469956,0.001876172607879925
4,195545,11071,153,309,635,3276,1181,1,3015.0000000000005,0.3605006105006105,0.000846740050804403
45,34545,3204,66,84,192,455,81,0,886.2,0.17802197802197803,0.0
92,448443,41824,1259,1083,1063,12358,4811,1,10602.800000000001,0.38930247612882346,0.00020785699438786114
67,251301,9312,384,131,283,1103,242,1,2372.5,0.21940163191296463,0.004132231404958678
68,104864,8044,371,102,178,834,119,0,2008.1000000000004,0.14268585131894485,0.0
31,349043,28942,571,466,1138,3259,923,0,7310.5,0.2832157103405953,0.0
89,176169,12505,160,215,517,3742,906,1,3145.1,0.242116515232496,0.0011037527593818985
53,190541,15950,539,442,581,3522,1017,1,4233.7,0.2887563884156729,0.0009832841691248771
85,269291,7401,78,203,218,1053,337,1,1835.7,0.3200379867046534,0.002967359050445104
8,80361,2651,128,71,144,480,157,0,759.1000000000001,0.32708333333333334,0.0
87,263970,5701,190,108,232,578,131,1,1496.4,0.22664359861591696,0.007633587786259542
83,214124,16825,325,441,732,2391,408,1,4421.8,0.17063989962358847,0.0024509803921568627
69,406072,21623,439,591,1011,4100,1010,1,5766.6,0.24634146341463414,0.0009900990099009901
30,463521,22573,1124,442,890,4811,1804,1,6098.0,0.3749740178757015,0.0005543237250554324
38,70641,5474,183,108,151,1055,183,1,1382.6999999999998,0.1734597156398104,0.00546448087431694
22,282749,27195,851,615,1134,3423,728,1,7202.2,0.21267893660531698,0.0013736263736263737
13,378460,21099,867,304,560,3824,1445,1,5314.1,0.37787656903765693,0.0006920415224913495
34,468650,28766,384,854,1342,4518,1245,1,7616.600000000001,0.27556440903054447,0.0008032128514056225
73,444667,43122,2094,680,1689,12702,1288,1,11498.6,0.10140135411746182,0.0007763975155279503
12,62676,3806,41,69,109,786,313,0,917.2,0.3982188295165394,0.0
29,460586,32619,380,461,1859,5650,740,1,8523.7,0.13097345132743363,0.0013513513513513514
2,254495,5234,194,138,135,690,232,0,1348.3999999999999,0.336231884057971,0.0
65,104764,7312,163,127,371,1917,421,0,1929.6000000000001,0.21961398017736045,0.0
70,393086,32133,943,898,1809,3775,1438,1,8973.900000000001,0.38092715231788077,0.0006954102920723226
76,272201,9819,414,265,309,2851,327,1,2603.5,0.1146965976850228,0.0030581039755351682
88,369446,24406,873,252,1425,2658,379,1,6634.099999999999,0.14258841234010533,0.002638522427440633
27,73322,1756,59,29,102,492,154,1,482.6000000000001,0.3130081300813008,0.006493506493506494
20,473977,14241,578,202,469,3757,980,1,3653.8,0.2608464200159702,0.0010204081632653062
19,344851,23664,315,540,1195,5134,923,1,6224.3,0.1797818465134398,0.0010834236186348862
54,318730,22242,1053,314,1098,6078,1557,1,6073.1,0.2561697926949654,0.0006422607578676942
16,241403,12900,569,349,309,1524,272,0,3356.0,0.1784776902887139,0.0
9,370543,28754,403,645,984,7412,1260,1,7191.0,0.16999460334592553,0.0007936507936507937
86,479319,36952,1660,463,2019,8081,1116,1,10159.700000000003,0.138101720084148,0.0008960573476702509
90,136025,7652,337,165,177,1058,256,1,1956.0,0.24196597353497165,0.00390625
58,195861,12210,407,316,410,3187,642,1,3194.7,0.2014433636648886,0.001557632398753894
18,55248,2578,76,55,76,667,164,0,652.9,0.24587706146926536,0.0
68,259793,10159,487,163,271,1951,374,1,2606.2000000000003,0.19169656586365966,0.00267379679144385
16,488042,31004,994,531,1174,9087,1937,1,8008.7,0.21316165951359084,0.0005162622612287042
41,348173,19713,796,278,953,2054,463,1,5297.6,0.22541382667964946,0.0021598272138228943
97,487870,31759,577,788,701,8591,1369,1,7752.7,0.15935281108136423,0.0007304601899196494
46,122369,6645,116,103,204,1354,230,1,1622.3,0.16986706056129985,0.004347826086956522
24,180212,12013,473,197,256,1506,563,1,2981.8,0.3738379814077025,0.0017761989342806395
99,484551,11165,437,229,313,1362,292,0,2862.2000000000003,0.2143906020558003,0.0
49,442743,30207,1181,371,1314,7050,1129,1,7942.8,0.1601418439716312,0.0008857395925597874
26,8435,180,2,3,10,40,13,0,47.1,0.325,0.0
66,13314,1054,15,26,25,111,24,1,256.5,0.21621621621621623,0.041666666666666664
11,260678,19241,325,471,773,4540,730,1,4958.800000000001,0.16079295154185022,0.0013698630136986301
15,305242,22359,664,636,461,5499,2016,1,5617.8,0.36661211129296234,0.000496031746031746
72,259472,9438,308,216,303,1812,333,1,2435.2000000000003,0.1837748344370861,0.003003003003003003
95,425065,38614,401,1067,1655,6422,2035,1,9994.2,0.31687947679850514,0.0004914004914004914
96,154725,15102,164,393,778,2407,338,1,3999.9,0.14042376402160367,0.0029585798816568047
24,162541,13429,637,320,352,1996,703,1,3509.9,0.35220440881763526,0.001422475106685633
28,376687,28727,749,815,1321,3392,1303,1,7747.200000000001,0.38413915094339623,0.0007674597083653108
82,12373,645,7,12,16,116,23,0,153.70000000000002,0.19827586206896552,0.0
49,402597,24806,809,255,1270,4274,948,1,6560.200000000001,0.2218062704726252,0.0010548523206751054
92,459142,32257,479,958,1652,5743,1571,0,8683.1,0.27355040919380114,0.0
67,280307,9519,239,255,435,2190,788,1,2549.8,0.3598173515981735,0.0012690355329949238
61,257358,7099,225,176,356,1571,235,0,1940.3000000000002,0.14958625079567156,0.0
78,332275,21447,979,337,710,2640,571,1,5582.8,0.21628787878787878,0.0017513134851138354
28,169052,12484,619,345,485,2545,400,1,3435.8,0.15717092337917485,0.0025
48,99977,2406,107,40,134,693,208,1,669.9000000000001,0.30014430014430016,0.004807692307692308
93,414824,36024,1745,918,1616,7974,2829,1,10012.7,0.354778028592927,0.0003534817956875221
19,418151,33859,1305,479,1447,9261,2126,0,8917.2,0.22956484180973977,0.0
98,386064,12131,310,352,397,3319,1209,1,3145.2000000000003,0.3642663452847243,0.0008271298593879239
55,40757,3177,71,81,119,626,208,0,822.8000000000002,0.33226837060702874,0.0
54,34092,1707,42,35,89,294,75,0,458.1,0.25510204081632654,0.0
80,212580,8971,424,219,386,2059,223,1,2468.3,0.10830500242836329,0.004484304932735426
13,414664,10838,293,204,506,1767,538,1,2861.7000000000003,0.3044708545557442,0.0018587360594795538
49,394296,38764,986,594,1428,4608,634,1,9803.999999999998,0.13758680555555555,0.0015772870662460567
4,192644,8264,164,189,380,2189,493,1,2171.1000000000004,0.22521699406121518,0.002028397565922921
22,301412,29659,1003,717,601,6039,671,1,7416.0,0.1111111111111111,0.0014903129657228018
62,156791,8748,421,248,283,1240,439,0,2360.1000000000004,0.3540322580645161,0.0
2,338964,23847,483,620,1079,4786,564,0,6308.1,0.11784371082323443,0.0
73,280478,26601,1236,377,573,6604,2300,0,6660.5,0.3482737734706239,0.0
54,309516,10490,394,240,584,2586,652,0,2930.2,0.25212683681361175,0.0
39,450988,39080,1057,897,1918,8861,1259,1,10506.8,0.14208328631080014,0.0007942811755361397
27,274039,15206,710,285,637,3942,1083,0,4105.3,0.2747336377473364,0.0
80,217498,13445,147,245,429,3356,545,1,3277.2,0.16239570917759238,0.001834862385321101
17,27606,991,26,17,56,250,62,1,267.90000000000003,0.248,0.016129032258064516
43,418811,10327,211,193,271,2989,986,1,2522.8,0.329876212780194,0.0010141987829614604
90,384635,29892,1424,825,1213,7620,2047,1,8238.300000000001,0.26863517060367453,0.0004885197850512946
9,336065,10112,315,155,210,2473,271,1,2456.4,0.10958350181965225,0.0036900369003690036
50,341033,33252,976,374,1398,8918,3558,1,8518.6,0.3989683785602153,0.0002810567734682406
62,109470,10129,178,225,366,1096,223,1,2565.1000000000004,0.20346715328467152,0.004484304932735426
30,262808,25191,742,605,1362,4315,769,0,6922.300000000001,0.17821552723059098,0.0
63,490334,18424,515,477,771,4237,1381,1,4893.0,0.32593816379513807,0.000724112961622013
54,445523,13432,452,263,603,1370,217,1,3578.9,0.1583941605839416,0.004608294930875576
18,400955,20323,548,493,897,3247,724,1,5401.300000000001,0.2229750538959039,0.0013812154696132596
36,425628,12960,322,136,374,3318,532,1,3147.3999999999996,0.16033755274261605,0.0018796992481203006
24,355218,8126,295,127,344,1266,259,0,2136.8,0.20458135860979462,0.0
88,55255,4969,55,58,269,1123,364,1,1277.1000000000001,0.3241317898486198,0.0027472527472527475
57,232402,18354,644,356,1071,4317,1607,1,5098.8,0.3722492471623813,0.0006222775357809583
19,272206,13400,585,282,751,3822,392,1,3770.7000000000003,0.10256410256410256,0.002551020408163265
83,21709,1301,16,31,58,382,102,0,336.29999999999995,0.2670157068062827,0.0
30,326990,32156,1217,753,952,7997,2599,1,8328.400000000001,0.3249968738276854,0.00038476337052712584
84,209736,4337,175,105,150,479,156,1,1148.4,0.325678496868476,0.00641025641025641
53,93720,4300,74,92,112,736,227,0,1051.0,0.30842391304347827,0.0
89,333345,21657,221,250,1196,2503,781,0,5573.700000000001,0.3120255693168198,0.0
84,42276,2098,68,57,121,520,65,0,590.3,0.125,0.0
46,404472,23320,279,322,1203,4449,847,1,5991.299999999999,0.1903798606428411,0.0011806375442739079
63,393464,31445,656,388,945,8935,2452,1,7644.6,0.27442641298265247,0.0004078303425774878
57,29406,1449,61,29,35,182,47,1,368.6,0.25824175824175827,0.02127659574468085
43,204542,18319,743,273,393,2205,702,1,4540.8,0.3183673469387755,0.0014245014245014246
79,487137,17571,390,360,809,4496,1484,0,4608.400000000001,0.3300711743772242,0.0
58,400979,10300,245,256,386,2714,718,0,2670.5,0.264554163596168,0.0
41,402625,10284,290,228,310,1865,565,1,2609.4,0.30294906166219837,0.0017699115044247787
43,392486,29748,405,593,908,7284,1142,1,7293.6,0.15678198791872597,0.0008756567425569177
71,26390,2353,53,31,69,431,75,0,574.0000000000001,0.1740139211136891,0.0
42,199692,8725,286,164,295,2175,800,1,2238.8,0.367816091954023,0.00125
12,251549,12970,540,202,594,3562,400,1,3480.6000000000004,0.11229646266142616,0.0025
55,444756,30509,943,838,663,4643,1684,1,7690.299999999999,0.36269653241438726,0.0005938242280285036
35,187058,11477,357,206,366,2712,440,1,2910.9,0.16224188790560473,0.0022727272727272726
14,435795,32319,1361,686,1604,7510,1552,1,8907.7,0.2066577896138482,0.0006443298969072165
2,347864,22853,909,401,733,4384,1514,0,5892.2,0.34534671532846717,0.0
53,149338,10889,502,130,318,2632,913,1,2774.2000000000003,0.34688449848024316,0.001095290251916758
73,144909,3933,108,57,124,1000,122,1,979.7,0.122,0.00819672131147541
37,8196,554,7,9,13,161,55,0,131.0,0.3416149068322981,0.0
82,121074,11462,272,151,487,3309,334,1,2923.7,0.10093683892414627,0.0029940119760479044
66,106551,3589,52,76,195,701,279,0,953.0000000000001,0.3980028530670471,0.0
60,170486,16950,446,266,717,2726,343,1,4372.8,0.12582538517975056,0.0029154518950437317
25,188258,16368,538,490,515,2554,377,1,4297.6,0.14761158966327328,0.002652519893899204
31,479081,39968,1847,1179,1170,11041,2191,1,10678.4,0.19844217009328866,0.00045641259698767686
28,199243,14124,234,262,444,3493,824,0,3480.4000000000005,0.23590037217291726,0.0
39,154457,8354,268,183,258,1503,501,0,2139.3,0.3333333333333333,0.0
48,325032,20816,895,334,748,3400,816,1,5442.9,0.24,0.0012254901960784314
95,117150,5274,73,108,117,644,106,0,1260.4999999999998,0.16459627329192547,0.0
64,44710,3820,184,101,162,519,67,0,1056.3,0.12909441233140656,0.0
75,57243,4842,146,53,200,1390,388,1,1238.5,0.27913669064748203,0.002577319587628866
76,262481,24822,1012,619,728,2779,709,1,6486.1,0.2551277437927312,0.0014104372355430183
1,408188,17631,777,312,580,5060,1057,1,4597.1,0.20889328063241105,0.000946073793755913
38,446722,32894,708,714,1435,8020,2595,1,8580.6,0.32356608478802995,0.0003853564547206166
31,113073,5064,153,91,274,943,203,0,1372.2000000000003,0.21527041357370094,0.0
51,495224,14153,429,349,844,3196,674,1,3964.6000000000004,0.21088861076345433,0.001483679525222552
89,17818,1517,29,21,73,247,47,0,391.0,0.1902834008097166,0.0
77,94506,5122,201,85,169,804,195,0,1319.6000000000001,0.24253731343283583,0.0
54,380463,29042,325,296,668,6015,2143,1,6712.5,0.3562759767248545,0.0004666355576294914
14,369069,10519,459,206,487,2126,516,1,2867.1,0.2427093132643462,0.001937984496124031
14,171305,10050,145,123,523,2069,505,1,2587.0,0.24407926534557758,0.0019801980198019802
72,283235,19914,806,503,682,3083,1049,1,5283.500000000001,0.3402530003243594,0.0009532888465204957
94,241436,6174,76,176,283,1086,354,1,1622.4000000000003,0.3259668508287293,0.002824858757062147
44,492335,13741,583,375,369,3711,1348,1,3597.4,0.363244408515225,0.000741839762611276
73,156043,11224,425,255,368,1332,303,1,2930.2000000000003,0.22747747747747749,0.0033003300330033004
83,61176,3549,80,89,141,574,197,1,924.9000000000001,0.343205574912892,0.005076142131979695
84,12310,803,32,10,23,222,23,0,202.00000000000003,0.1036036036036036,0.0
96,177074,9870,101,260,339,2054,622,1,2477.7,0.3028237585199611,0.001607717041800643
49,391354,17815,868,510,976,3284,1009,0,5134.8,0.30724725943970765,0.0
45,302789,16092,233,185,693,3677,1305,1,4018.8,0.35490889311939083,0.0007662835249042146
29,69222,3483,84,44,163,702,222,1,899.8,0.3162393162393162,0.0045045045045045045
73,27369,1582,71,17,82,274,97,1,429.40000000000003,0.354014598540146,0.010309278350515464
65,351773,26562,435,741,961,5076,1582,1,6817.400000000001,0.3116627265563436,0.0006321112515802782
65,448098,32669,838,567,1555,5796,1181,1,8593.7,0.20376121463077984,0.000846740050804403
76,483365,17719,354,462,552,2450,615,1,4485.8,0.2510204081632653,0.0016260162601626016
9,332692,8744,212,218,367,2302,892,1,2301.0,0.38748913987836664,0.0011210762331838565
40,348862,20745,240,615,733,2706,811,1,5285.9,0.2997043606799704,0.0012330456226880395
20,113541,7600,211,203,232,1441,376,1,1953.1999999999998,0.2609299097848716,0.0026595744680851063
12,141984,8584,92,245,198,2039,684,1,2092.7000000000003,0.33545855811672387,0.0014619883040935672
81,99488,5551,239,89,214,857,204,0,1463.2,0.23803967327887982,0.0
2,78741,5076,132,97,104,795,183,1,1232.3000000000002,0.23018867924528302,0.00546448087431694
55,213270,4850,145,63,132,839,192,1,1192.1999999999998,0.22884386174016685,0.005208333333333333
63,70908,4275,73,91,194,903,290,1,1110.4,0.3211517165005537,0.0034482758620689655
32,367355,20065,589,460,416,4630,1322,1,4962.3,0.2855291576673866,0.0007564296520423601
41,380194,10369,486,246,260,1776,493,1,2697.0,0.2775900900900901,0.002028397565922921
82,241974,9420,429,95,264,2748,780,1,2376.2,0.2838427947598253,0.001282051282051282
31,358414,7976,157,220,292,1946,730,1,2061.3,0.3751284686536485,0.0013698630136986301
79,27228,1670,77,43,37,398,108,1,432.20000000000005,0.271356783919598,0.009259259259259259
61,204847,12848,580,233,504,1465,268,1,3425.9000000000005,0.18293515358361775,0.0037313432835820895
82,325326,30231,972,621,1528,3053,1145,1,8189.300000000001,0.37504094333442517,0.0008733624454148472
31,469710,37060,1518,856,1440,7942,904,1,9922.2,0.11382523293880635,0.0011061946902654867
15,131839,12036,363,138,388,2781,477,1,2995.7000000000003,0.1715210355987055,0.0020964360587002098
98,369735,24678,748,403,1215,3887,1248,1,6563.700000000001,0.3210702341137124,0.0008012820512820513
82,300515,18020,496,400,810,2277,744,1,4780.0,0.32674571805006586,0.0013440860215053765
13,441522,40154,1009,1003,958,7838,3115,1,10003.8,0.3974228119418219,0.00032102728731942215
29,452760,44604,686,726,1758,8724,2106,1,11178.400000000001,0.24140302613480055,0.0004748338081671415
89,453944,18330,853,224,921,4610,1580,1,4986.1,0.34273318872017355,0.0006329113924050633
68,427696,16237,464,248,801,3688,1336,1,4293.8,0.36225596529284165,0.0007485029940119761
49,122928,5343,158,100,269,983,376,0,1432.8000000000002,0.38250254323499494,0.0
23,397300,24127,383,536,1028,5861,2234,0,6214.5,0.3811636239549565,0.0
79,377333,20789,657,610,627,5648,1490,1,5414.900000000001,0.2638101983002833,0.0006711409395973154
18,266674,5532,153,60,230,927,224,0,1408.9,0.24163969795037757,0.0
55,122517,8937,244,235,502,1107,287,1,2475.5,0.25925925925925924,0.003484320557491289
94,390114,22786,715,304,749,4284,1499,0,5726.7,0.349906629318394,0.0
11,460753,23772,479,704,1410,6774,2274,1,6614.700000000001,0.3356953055801594,0.00043975373790677223
1,140797,7420,171,184,172,814,190,0,1835.8999999999999,0.2334152334152334,0.0
69,238913,23201,827,242,863,6380,1214,1,5913.5,0.190282131661442,0.0008237232289950577
1,193992,13284,435,147,340,2982,484,1,3249.2000000000003,0.16230717639168343,0.002066115702479339
49,272311,11622,557,312,568,1343,177,1,3275.7000000000003,0.13179448994787787,0.005649717514124294
32,169329,16638,271,328,575,3791,525,1,4152.700000000001,0.13848588762859404,0.0019047619047619048
36,27076,2464,28,69,131,393,132,0,659.9000000000001,0.33587786259541985,0.0
46,333873,20742,459,357,469,6178,690,1,5003.0,0.11168662997733894,0.0014492753623188406
65,238559,22880,453,472,899,5504,662,1,5852.099999999999,0.12027616279069768,0.0015105740181268882
74,400324,31646,555,679,905,8617,3297,1,7806.000000000001,0.3826157595450853,0.00030330603579011223
46,413916,16028,192,246,740,3313,1269,1,4065.8,0.38303652278901296,0.0007880220646178094
54,313854,18563,566,285,709,3604,1124,0,4762.3,0.3118756936736959,0.0
