influencer_id,followers,likes,comments,shares,saves,profile_visits,link_clicks,purchase
57,59144,4898,144,141,109,1401,161,0
25,46115,1891,54,31,109,500,156,0
42,222364,11425,318,281,391,1288,157,1
98,256063,24921,1190,416,1067,7025,715,1
83,79231,2163,35,63,89,222,39,0
19,31128,1153,51,33,33,318,41,0
25,201292,4955,217,55,152,598,112,0
83,63123,1935,85,50,39,540,58,0
28,186143,8724,266,226,292,2103,328,1
10,464822,14634,254,199,592,3935,487,1
39,363320,23810,1064,515,1160,4152,530,1
9,126544,5000,243,145,149,848,312,0
25,418083,19097,592,453,590,4722,545,1
88,232544,11226,253,222,368,1554,299,0
18,298313,16579,548,491,491,3916,1232,1
34,38477,2284,112,35,81,542,186,0
32,256842,24406,905,302,555,4800,796,1
66,147339,4002,154,61,201,978,99,0
21,212383,18965,850,348,716,3046,959,1
56,290291,15843,216,394,324,3626,561,1
81,121712,12102,497,175,327,3306,771,1
67,406634,34680,1711,977,1875,3832,503,1
13,260095,14731,381,274,630,1479,263,1
71,367612,24094,849,490,531,3531,874,1
41,441670,26646,610,404,1027,3374,1276,1
23,59362,4136,91,115,186,776,86,0
49,198587,8190,346,123,433,958,344,1
64,81425,3355,91,100,96,404,111,0
2,490725,35997,744,1015,1347,4529,1461,1
94,401601,28000,526,529,1567,3547,766,1
53,60182,3389,102,72,194,920,139,0
3,149375,6323,298,66,302,1549,543,0
46,173001,4363,187,100,200,548,161,1
25,372658,20544,238,354,1089,4936,1173,1
2,137283,11359,543,176,407,3252,655,0
3,366417,26728,1140,667,1282,4313,505,1
15,496642,14006,146,179,681,4125,1629,1
66,480573,37939,1139,813,967,10908,2242,1
71,478919,22371,451,506,469,5461,1388,1
93,390007,25975,970,650,1275,7115,1115,1
71,133406,6900,103,141,168,969,387,1
91,189535,18446,509,280,987,4484,1372,1
42,280107,11961,451,192,602,2678,329,1
25,260669,12065,411,198,616,1377,410,1
22,366252,21893,1051,350,454,4080,448,0
3,271285,22236,416,498,487,4374,456,0
24,44451,1679,30,42,50,468,127,0
65,291542,17338,805,495,461,1741,688,0
50,86110,7460,211,113,411,1039,399,1
71,279335,27225,765,787,1281,4364,682,1
54,482219,15194,215,280,787,1949,271,1
53,264427,8818,413,233,301,2038,532,1
44,313838,6720,94,90,250,1358,193,1
49,185324,6425,66,124,304,933,130,1
2,415354,15737,696,414,596,3113,514,1
5,196824,5485,153,158,318,811,232,1
18,232336,9691,98,128,329,1581,533,1
4,195545,11071,153,309,635,3276,1181,1
45,34545,3204,66,84,192,455,81,0
92,448443,41824,1259,1083,1063,12358,4811,1
67,251301,9312,384,131,283,1103,242,1
68,104864,8044,371,102,178,834,119,0
31,349043,28942,571,466,1138,3259,923,0
89,176169,12505,160,215,517,3742,906,1
53,190541,15950,539,442,581,3522,1017,1
85,269291,7401,78,203,218,1053,337,1
8,80361,2651,128,71,144,480,157,0
87,263970,5701,190,108,232,578,131,1
83,214124,16825,325,441,732,2391,408,1
69,406072,21623,439,591,1011,4100,1010,1
30,463521,22573,1124,442,890,4811,1804,1
38,70641,5474,183,108,151,1055,183,1
22,282749,27195,851,615,1134,3423,728,1
13,378460,21099,867,304,560,3824,1445,1
34,468650,28766,384,854,1342,4518,1245,1
73,444667,43122,2094,680,1689,12702,1288,1
12,62676,3806,41,69,109,786,313,0
29,460586,32619,380,461,1859,5650,740,1
2,254495,5234,194,138,135,690,232,0
65,104764,7312,163,127,371,1917,421,0
70,393086,32133,943,898,1809,3775,1438,1
76,272201,9819,414,265,309,2851,327,1
88,369446,24406,873,252,1425,2658,379,1
27,73322,1756,59,29,102,492,154,1
20,473977,14241,578,202,469,3757,980,1
19,344851,23664,315,540,1195,5134,923,1
54,318730,22242,1053,314,1098,6078,1557,1
16,241403,12900,569,349,309,1524,272,0
9,370543,28754,403,645,984,7412,1260,1
86,479319,36952,1660,463,2019,8081,1116,1
90,136025,7652,337,165,177,1058,256,1
58,195861,12210,407,316,410,3187,642,1
18,55248,2578,76,55,76,667,164,0
68,259793,10159,487,163,271,1951,374,1
16,488042,31004,994,531,1174,9087,1937,1
41,348173,19713,796,278,953,2054,463,1
97,487870,31759,577,788,701,8591,1369,1
46,122369,6645,116,103,204,1354,230,1
24,180212,12013,473,197,256,1506,563,1
99,484551,11165,437,229,313,1362,292,0
49,442743,30207,1181,371,1314,7050,1129,1
26,8435,180,2,3,10,40,13,0
66,13314,1054,15,26,25,111,24,1
11,260678,19241,325,471,773,4540,730,1
15,305242,22359,664,636,461,5499,2016,1
72,259472,9438,308,216,303,1812,333,1
95,425065,38614,401,1067,1655,6422,2035,1
96,154725,15102,164,393,778,2407,338,1
24,162541,13429,637,320,352,1996,703,1
28,376687,28727,749,815,1321,3392,1303,1
82,12373,645,7,12,16,116,23,0
49,402597,24806,809,255,1270,4274,948,1
92,459142,32257,479,958,1652,5743,1571,0
67,280307,9519,239,255,435,2190,788,1
61,257358,7099,225,176,356,1571,235,0
78,332275,21447,979,337,710,2640,571,1
28,169052,12484,619,345,485,2545,400,1
48,99977,2406,107,40,134,693,208,1
93,414824,36024,1745,918,1616,7974,2829,1
19,418151,33859,1305,479,1447,9261,2126,0
98,386064,12131,310,352,397,3319,1209,1
55,40757,3177,71,81,119,626,208,0
54,34092,1707,42,35,89,294,75,0
80,212580,8971,424,219,386,2059,223,1
13,414664,10838,293,204,506,1767,538,1
49,394296,38764,986,594,1428,4608,634,1
4,192644,8264,164,189,380,2189,493,1
22,301412,29659,1003,717,601,6039,671,1
62,156791,8748,421,248,283,1240,439,0
2,338964,23847,483,620,1079,4786,564,0
73,280478,26601,1236,377,573,6604,2300,0
54,309516,10490,394,240,584,2586,652,0
39,450988,39080,1057,897,1918,8861,1259,1
27,274039,15206,710,285,637,3942,1083,0
80,217498,13445,147,245,429,3356,545,1
17,27606,991,26,17,56,250,62,1
43,418811,10327,211,193,271,2989,986,1
90,384635,29892,1424,825,1213,7620,2047,1
9,336065,10112,315,155,210,2473,271,1
50,341033,33252,976,374,1398,8918,3558,1
62,109470,10129,178,225,366,1096,223,1
30,262808,25191,742,605,1362,4315,769,0
63,490334,18424,515,477,771,4237,1381,1
54,445523,13432,452,263,603,1370,217,1
18,400955,20323,548,493,897,3247,724,1
36,425628,12960,322,136,374,3318,532,1
24,355218,8126,295,127,344,1266,259,0
88,55255,4969,55,58,269,1123,364,1
57,232402,18354,644,356,1071,4317,1607,1
19,272206,13400,585,282,751,3822,392,1
83,21709,1301,16,31,58,382,102,0
30,326990,32156,1217,753,952,7997,2599,1
84,209736,4337,175,105,150,479,156,1
53,93720,4300,74,92,112,736,227,0
89,333345,21657,221,250,1196,2503,781,0
84,42276,2098,68,57,121,520,65,0
46,404472,23320,279,322,1203,4449,847,1
63,393464,31445,656,388,945,8935,2452,1
57,29406,1449,61,29,35,182,47,1
43,204542,18319,743,273,393,2205,702,1
79,487137,17571,390,360,809,4496,1484,0
58,400979,10300,245,256,386,2714,718,0
41,402625,10284,290,228,310,1865,565,1
43,392486,29748,405,593,908,7284,1142,1
71,26390,2353,53,31,69,431,75,0
42,199692,8725,286,164,295,2175,800,1
12,251549,12970,540,202,594,3562,400,1
55,444756,30509,943,838,663,4643,1684,1
35,187058,11477,357,206,366,2712,440,1
14,435795,32319,1361,686,1604,7510,1552,1
2,347864,22853,909,401,733,4384,1514,0
53,149338,10889,502,130,318,2632,913,1
73,144909,3933,108,57,124,1000,122,1
37,8196,554,7,9,13,161,55,0
82,121074,11462,272,151,487,3309,334,1
66,106551,3589,52,76,195,701,279,0
60,170486,16950,446,266,717,2726,343,1
25,188258,16368,538,490,515,2554,377,1
31,479081,39968,1847,1179,1170,11041,2191,1
28,199243,14124,234,262,444,3493,824,0
39,154457,8354,268,183,258,1503,501,0
48,325032,20816,895,334,748,3400,816,1
95,117150,5274,73,108,117,644,106,0
64,44710,3820,184,101,162,519,67,0
75,57243,4842,146,53,200,1390,388,1
76,262481,24822,1012,619,728,2779,709,1
1,408188,17631,777,312,580,5060,1057,1
38,446722,32894,708,714,1435,8020,2595,1
31,113073,5064,153,91,274,943,203,0
51,495224,14153,429,349,844,3196,674,1
89,17818,1517,29,21,73,247,47,0
77,94506,5122,201,85,169,804,195,0
54,380463,29042,325,296,668,6015,2143,1
14,369069,10519,459,206,487,2126,516,1
14,171305,10050,145,123,523,2069,505,1
72,283235,19914,806,503,682,3083,1049,1
94,241436,6174,76,176,283,1086,354,1
44,492335,13741,583,375,369,3711,1348,1
73,156043,11224,425,255,368,1332,303,1
83,61176,3549,80,89,141,574,197,1
84,12310,803,32,10,23,222,23,0
96,177074,9870,101,260,339,2054,622,1
49,391354,17815,868,510,976,3284,1009,0
45,302789,16092,233,185,693,3677,1305,1
29,69222,3483,84,44,163,702,222,1
73,27369,1582,71,17,82,274,97,1
65,351773,26562,435,741,961,5076,1582,1
65,448098,32669,838,567,1555,5796,1181,1
76,483365,17719,354,462,552,2450,615,1
9,332692,8744,212,218,367,2302,892,1
40,348862,20745,240,615,733,2706,811,1
20,113541,7600,211,203,232,1441,376,1
12,141984,8584,92,245,198,2039,684,1
81,99488,5551,239,89,214,857,204,0
2,78741,5076,132,97,104,795,183,1
55,213270,4850,145,63,132,839,192,1
63,70908,4275,73,91,194,903,290,1
32,367355,20065,589,460,416,4630,1322,1
41,380194,10369,486,246,260,1776,493,1
82,241974,9420,429,95,264,2748,780,1
31,358414,7976,157,220,292,1946,730,1
79,27228,1670,77,43,37,398,108,1
61,204847,12848,580,233,504,1465,268,1
82,325326,30231,972,621,1528,3053,1145,1
31,469710,37060,1518,856,1440,7942,904,1
15,131839,12036,363,138,388,2781,477,1
98,369735,24678,748,403,1215,3887,1248,1
82,300515,18020,496,400,810,2277,744,1
13,441522,40154,1009,1003,958,7838,3115,1
29,452760,44604,686,726,1758,8724,2106,1
89,453944,18330,853,224,921,4610,1580,1
68,427696,16237,464,248,801,3688,1336,1
49,122928,5343,158,100,269,983,376,0
23,397300,24127,383,536,1028,5861,2234,0
79,377333,20789,657,610,627,5648,1490,1
18,266674,5532,153,60,230,927,224,0
55,122517,8937,244,235,502,1107,287,1
94,390114,22786,715,304,749,4284,1499,0
11,460753,23772,479,704,1410,6774,2274,1
1,140797,7420,171,184,172,814,190,0
69,238913,23201,827,242,863,6380,1214,1
1,193992,13284,435,147,340,2982,484,1
49,272311,11622,557,312,568,1343,177,1
32,169329,16638,271,328,575,3791,525,1
36,27076,2464,28,69,131,393,132,0
46,333873,20742,459,357,469,6178,690,1
65,238559,22880,453,472,899,5504,662,1
74,400324,31646,555,679,905,8617,3297,1
46,413916,16028,192,246,740,3313,1269,1
54,313854,18563,566,285,709,3604,1124,0
37,36533,853,25,17,22,215,85,1
22,253182,22793,870,434,948,6152,1501,1
61,231952,15385,270,431,722,3487,452,1
57,376024,9887,307,178,430,1165,267,1
82,138692,9000,337,148,214,2656,493,1
31,172932,5992,201,127,296,1573,217,1
49,5840,147,5,3,5,25,4,0
58,402527,13708,464,253,519,2067,718,1
82,276530,12272,211,143,595,1708,524,1
53,201211,11576,286,139,374,2694,807,1
35,244423,8671,159,90,484,1232,207,1
61,341860,24320,316,308,1113,4084,1275,1
23,310428,26909,479,749,1031,6334,1578,1
60,388426,20344,386,308,797,3528,1319,1
16,246504,12493,543,287,556,2084,719,1
80,118694,7242,187,144,338,742,268,1
52,271145,21159,280,514,634,5830,2005,0
61,455491,43119,1912,1029,1156,6655,1090,1
97,425804,38052,1830,688,1531,11198,2047,1
26,278280,14804,341,327,847,3958,1577,1
90,403422,23828,560,500,1189,6118,1207,1
51,30103,2356,57,52,102,493,144,0
21,43546,3783,60,72,150,406,64,1
9,248480,8783,109,191,523,1171,133,0
68,236773,16171,229,346,647,4384,1136,1
97,412962,25038,779,656,1237,5827,780,1
55,46340,4241,198,47,224,456,95,0
14,234920,18724,193,250,809,4547,1705,1
19,237084,18399,681,443,728,3249,541,1
33,346504,19247,919,210,1039,5764,2110,1
8,267530,10301,405,165,278,2650,513,0
57,460910,16146,564,270,459,2625,403,0
38,438813,17386,485,285,865,5115,1183,1
5,459923,14983,563,303,689,4164,966,0
39,439010,25940,885,428,1539,6056,685,1
61,257822,16645,761,490,363,2848,466,1
81,197214,5835,171,138,298,606,222,1
8,391106,33101,582,403,1617,4345,1542,1
69,273356,16409,398,255,750,3914,1414,1
77,221351,14367,651,295,584,3097,1005,0
77,235144,5708,271,117,254,1121,143,1
75,369970,16625,369,444,380,4592,812,1
15,60264,4474,118,106,151,695,277,0
91,418270,20253,242,215,854,5111,1335,1
53,128980,6363,123,120,145,1850,308,0
61,221908,5408,142,73,131,1154,436,1
55,56786,4349,123,113,118,1269,273,1
95,265933,17314,530,424,747,2294,693,1
95,365055,36205,908,684,791,3719,1399,1
76,36368,3099,141,63,132,724,281,1
82,134651,2849,37,61,163,778,307,1
22,414142,36126,1297,606,1401,9811,1859,0
35,467326,37368,1316,933,1401,10706,3101,1
44,308931,13267,288,238,717,2654,805,1
60,221096,12007,433,294,240,3450,515,1
97,436247,36667,1032,858,1200,6462,2566,1
18,185378,4017,76,44,96,748,126,0
2,467176,33759,432,763,1962,7028,2210,1
99,178917,16883,293,316,602,3056,420,1
38,126844,4143,116,91,197,731,263,1
13,442922,13526,503,363,394,3696,406,0
41,36017,2731,113,43,108,503,112,0
95,50647,1071,35,19,37,146,33,1
73,128014,8701,357,217,288,1933,698,1
52,134941,9685,114,107,370,2033,744,1
35,376087,19068,911,374,817,5055,922,1
45,60797,3565,163,105,128,652,144,0
83,334782,27023,787,294,875,4282,1470,1
80,156786,11529,453,214,544,2557,845,1
45,496754,35511,508,664,2090,3817,743,1
67,327176,9312,327,110,221,2287,451,0
79,251661,13994,203,238,838,3887,445,1
54,65520,2408,38,67,141,718,241,0
2,73259,2469,32,58,126,655,245,0
71,185701,7339,297,159,223,2175,803,1
55,427397,9669,259,269,573,2198,326,0
43,275086,8885,416,223,437,2148,343,1
91,306466,11516,317,295,591,2195,741,1
41,429861,16452,344,268,405,2544,414,1
84,370208,28736,1077,342,1635,6140,1283,1
2,126943,9383,115,220,504,1686,432,1
72,299849,25265,527,617,713,3789,761,1
52,123642,6489,279,94,265,1695,349,1
93,111968,9355,130,144,507,1583,620,0
64,87681,2041,77,38,49,492,53,1
83,61344,4691,217,108,239,805,124,1
86,309603,27494,409,513,986,7907,1153,1
7,376215,21041,690,393,769,5187,1585,1
86,460353,31654,1057,550,1248,5151,734,1
36,91984,6866,250,199,337,758,276,0
80,209541,13595,209,223,768,2472,802,1
52,287346,24305,984,430,1413,6857,2665,1
66,313057,25555,766,411,1506,5945,1322,1
39,76240,3001,50,61,94,677,91,0
25,27462,549,8,15,30,80,26,0
5,337221,16823,626,189,603,4925,1288,1
61,351418,8046,257,194,197,1296,433,1
59,179898,13272,237,370,321,3202,800,1
70,318514,23643,777,463,937,5778,2203,1
54,101950,8610,123,256,385,1981,316,1
57,289293,28521,511,361,634,7805,1470,1
93,326396,15417,765,315,434,2574,512,1
70,403608,30519,451,446,1038,7676,2108,1
80,418450,31252,316,894,763,5664,1876,1
1,283846,16294,733,427,965,4648,1717,1
48,349787,9965,374,294,488,2847,971,1
35,300182,14406,461,247,360,3138,808,1
21,116174,9730,327,116,407,2340,790,1
18,284778,21874,811,229,797,3643,1095,1
3,30378,2546,119,75,52,571,127,1
40,316207,9613,222,136,383,1876,694,1
83,146758,9940,339,194,523,1118,385,1
29,300625,27313,982,362,583,3502,989,1
88,297104,6539,254,171,339,820,304,1
12,76934,4290,117,110,101,875,307,0
40,135613,3019,130,77,91,729,119,0
44,415261,14239,334,261,574,2781,503,1
18,459978,23762,521,649,1185,6452,1603,1
24,86991,5522,212,78,258,1329,355,0
62,264013,14334,215,305,515,2249,339,1
85,166848,11022,182,137,232,1129,410,1
6,480243,43106,600,807,2521,11501,2839,1
70,24346,1036,32,11,27,271,37,0
6,329004,20190,818,382,1041,4515,604,1
52,155494,8046,319,173,285,1079,181,0
72,474234,29020,488,674,1570,4399,1088,0
64,444372,30041,408,664,708,8767,2758,1
36,36589,1779,37,46,61,290,102,1
14,69230,5995,263,110,135,601,154,0
44,231094,18901,764,550,1049,3092,463,1
96,225868,13067,460,367,480,3353,605,1
77,172071,15438,173,374,337,2365,589,1
3,325739,7091,252,129,218,1002,296,1
61,192435,14457,471,392,357,3717,1122,1
55,184340,17622,276,402,621,5134,1021,0
95,433583,18050,760,539,543,3381,865,1
6,161640,3524,43,38,198,860,260,1
47,415140,8403,167,239,481,2051,676,1
78,216321,7462,316,94,289,2146,334,0
68,142559,9187,154,149,339,1487,273,0
93,252418,19856,198,435,1124,3129,487,1
56,70350,5279,120,79,307,1502,356,1
51,316869,26460,964,321,1045,6337,1641,1
21,113007,11017,151,196,399,2372,345,1
14,485579,46843,1843,1088,2467,5879,2103,1
36,363949,31033,1306,835,764,9119,3537,1
49,471196,15721,781,334,538,2478,438,1
52,349382,33971,1268,877,1077,3935,969,1
92,451799,25083,426,350,783,7521,1356,1
69,74000,1844,38,46,102,266,63,0
23,425641,34487,1052,807,1858,3514,776,0
59,14004,888,27,15,36,205,46,0
23,118693,3842,107,69,182,576,168,1
47,355806,33047,1643,400,969,9586,3714,1
15,458293,15072,751,204,604,4064,431,1
93,14304,1272,27,30,59,183,20,0
35,81394,5246,251,105,291,900,192,1
4,92052,5917,176,95,337,1288,286,1
44,170746,16538,495,202,622,3238,1195,1
10,223220,13127,642,133,734,3757,1458,1
29,493206,35659,392,401,1028,7220,1904,1
55,279383,16756,565,217,602,4706,1880,0
48,71446,3684,138,67,169,596,167,0
42,351407,29256,306,464,592,5126,609,0
76,165482,9392,225,211,482,2156,699,0
64,199894,14777,274,336,594,3597,1258,1
19,51023,1281,14,19,71,339,103,0
97,425125,37945,1478,685,1084,6495,1203,1
72,32209,1293,36,22,76,230,28,0
85,339446,23065,616,429,511,4689,1178,1
67,50380,1505,21,33,41,226,34,1
74,461258,17730,409,251,703,1842,555,1
26,215154,18143,756,227,652,2431,428,1
54,282845,14966,717,187,882,2186,725,1
94,439227,20011,331,374,762,2065,279,1
99,390887,18497,898,373,834,3168,624,1
84,246262,14452,235,365,573,2425,349,1
72,211935,9019,169,184,236,2104,592,1
78,325589,22668,493,265,1141,3690,877,1
24,31325,1382,67,33,35,253,54,0
88,125288,8353,104,193,169,2138,641,1
77,242159,22669,271,486,1227,3363,1220,1
18,473484,44814,1626,841,976,12728,3068,1
9,461791,27036,404,386,610,5808,1664,1
26,206447,17075,733,417,910,2393,563,1
18,461610,35686,676,427,2022,7566,1105,1
47,138726,4656,198,133,267,1316,347,1
6,30816,1382,19,21,73,409,101,0
9,157254,7196,238,82,415,1245,465,1
84,145721,9987,350,227,450,2104,833,1
56,117909,9951,107,264,256,2934,824,1
44,406135,36133,1574,833,1448,8827,898,1
89,221854,10771,154,198,528,1308,211,1
52,118415,10832,276,176,416,1928,692,0
40,198708,17707,730,506,528,3813,695,1
24,204521,13331,314,219,610,3603,1018,1
15,403046,28643,1036,832,1460,7468,1937,1
22,433906,27752,1030,614,992,4247,639,1
86,408078,20323,416,512,1035,3884,1101,1
95,285141,24766,929,501,949,5658,1719,1
28,198295,5498,264,141,192,1168,133,0
76,248772,18701,824,396,772,3374,500,1
33,174573,16444,465,381,930,1940,642,1
94,242677,10532,393,272,258,2177,283,0
98,400459,33893,837,423,734,5297,917,1
61,207259,12776,327,275,614,2897,1145,1
21,116889,4739,133,50,170,1015,391,1
10,464567,29625,344,482,1274,8594,3074,1
62,460725,16629,779,449,848,2969,746,1
66,104468,9864,242,267,302,2001,264,1
24,250702,19423,600,211,1113,4682,1515,1
99,251464,13903,547,312,752,3621,407,1
18,108700,6416,244,130,352,1012,127,1
68,378921,25051,1044,412,1218,3183,596,1
65,272589,10307,398,297,423,2143,510,1
48,57055,3892,192,111,212,1081,259,0
45,386087,19858,962,363,874,4804,1850,1
5,145987,9002,186,229,378,2090,411,1
18,174319,9133,163,266,369,2253,503,1
2,489161,40483,704,918,2134,9237,1783,1
47,398476,18114,355,382,440,5192,1038,1
99,119780,5049,158,85,127,773,178,0
62,220530,15381,523,321,670,4413,452,1
73,211238,7051,121,165,270,2103,353,1
1,404871,37377,397,1071,1958,9996,1279,1
52,385079,28605,938,827,1078,6289,1527,0
67,274693,25860,646,383,1091,6703,677,1
75,309751,14078,394,210,726,3194,829,1
77,91839,7881,221,157,321,1494,264,1
3,110474,8903,168,98,462,1164,334,1
27,103580,5506,58,147,223,703,120,0
37,176796,11094,480,200,540,3054,503,1
90,41051,1993,98,30,60,507,116,0
80,321304,7576,165,118,195,1195,230,1
16,317141,24596,576,388,1024,2576,319,1
38,21740,1689,22,45,83,375,129,0
13,63541,3646,120,68,170,823,86,0
76,460139,10173,423,154,342,1147,176,0
66,377107,34110,883,524,1156,8273,2204,0
24,341564,20303,841,587,695,3044,867,1
5,66009,3761,48,111,202,510,189,0
47,164855,15250,475,194,530,3727,567,1
70,142837,6785,256,187,263,1198,210,0
96,55304,2542,65,46,107,370,128,0
53,146753,8960,299,121,442,1234,165,1
85,109087,2618,33,68,137,390,110,0
39,9263,824,10,21,32,175,51,1
63,136120,4663,230,113,207,510,185,1
10,88697,5670,271,169,166,1391,296,1
27,284477,16171,477,169,767,2567,687,1
10,98616,5184,100,107,144,1045,153,1
49,188273,8364,383,190,424,1073,375,1
56,52046,3606,90,107,76,1080,310,1
20,236329,9894,464,169,459,2967,530,1
84,390327,12947,206,247,458,3144,379,0
13,66742,4545,147,57,118,1175,430,1
16,378850,18336,236,430,971,2951,1171,1
90,133404,7451,207,142,226,1811,573,1
23,316311,18093,680,500,511,5131,1767,0
51,350152,14844,211,181,469,3307,1128,1
87,321782,6580,114,78,227,1317,148,0
6,352355,25286,722,503,938,7363,1210,1
82,413117,26665,1257,468,1027,3138,887,1
44,424614,41053,643,660,2171,5901,1020,1
98,77144,2884,58,57,169,768,142,0
77,335955,33029,558,566,1624,9670,1418,1
75,212791,4612,157,107,203,526,63,0
71,298238,24730,404,269,884,4532,1066,1
19,325558,24845,584,402,1423,3719,1088,1
5,168249,11263,487,128,536,2329,497,1
33,11553,1054,31,27,38,126,14,0
16,86397,4058,157,100,89,585,106,0
41,185394,5694,271,148,155,1032,213,0
74,110025,3325,131,59,101,582,145,0
13,163795,3527,144,47,76,813,270,0
51,298427,10871,429,260,324,3051,400,0
81,305388,22913,1089,560,632,4317,524,1
13,453484,23089,535,505,1267,2528,545,1
66,55126,2402,111,37,124,681,191,1
35,316575,11223,412,133,452,1486,334,1
29,489102,22223,695,449,1292,4349,1347,0
47,9841,907,42,25,27,163,58,0
88,109405,3221,39,58,139,575,157,0
83,59604,4289,115,79,109,869,239,1
95,51870,4031,52,114,83,1178,281,1
47,197386,4106,86,50,190,672,221,1
51,463279,28648,417,516,809,4008,1009,1
27,167812,10097,491,291,551,2019,287,1
17,283245,15221,241,298,315,3756,458,1
44,303509,9290,285,237,282,1231,247,1
26,38541,1174,33,18,63,191,67,0
80,379998,23105,805,413,1172,4275,1014,1
80,336454,25246,1052,407,541,7234,1472,1
99,157185,12807,241,197,380,3820,608,1
73,438210,13913,679,402,770,1988,576,1
20,452398,15577,633,261,420,2870,970,1
40,243989,24304,631,542,841,4339,1339,0
92,369593,30111,408,428,1207,3131,550,1
66,143783,5918,180,127,337,1355,304,0
78,213072,7670,116,180,325,1978,636,1
68,481657,30193,438,802,908,7713,2985,1
76,270880,15394,378,262,699,3852,1169,1
19,29220,2434,70,50,123,565,125,1
65,146929,13710,164,179,707,2354,318,0
79,78401,4131,177,97,213,1086,136,1
57,483193,11343,523,233,560,3036,1168,1
2,496975,23297,376,419,807,4936,1479,0
37,387605,18142,206,285,920,2559,802,1
86,435785,17836,532,327,912,4403,1199,1
86,482508,18035,695,313,561,2454,652,1
12,185557,18415,774,459,953,5410,1471,1
77,241028,5266,131,68,222,1492,324,0
54,125179,4191,47,69,236,500,140,0
98,197589,5888,108,62,219,915,330,1
57,221249,8572,284,196,406,2188,423,1
82,305182,29362,747,755,1315,3422,1188,1
12,285412,7528,327,87,178,1396,196,1
50,369929,24242,1142,499,827,6289,1464,1
74,490820,41291,1720,1220,2125,10487,3746,1
28,119587,9448,321,128,303,1581,427,1
15,55406,4432,193,85,157,791,225,1
24,237275,17371,478,504,770,2501,609,1
64,112181,2958,98,85,116,831,291,1
57,231097,12672,253,300,629,1723,644,1
83,436262,19791,941,343,438,4999,1554,1
46,69442,1567,54,28,66,291,113,0
91,338447,32121,1081,328,686,7724,1419,1
22,465767,9514,469,262,530,2205,448,1
97,412251,26803,374,762,686,3885,1039,1
59,115893,4470,44,112,265,1171,278,0
20,141343,4375,103,60,231,1237,322,1
55,285372,19600,746,373,582,5399,1743,1
19,82228,6955,246,111,412,1076,173,1
3,369462,36310,1217,767,1678,7240,793,1
78,12248,653,26,9,18,86,18,0
52,55272,2946,60,47,90,608,171,0
23,475328,17540,513,295,730,4122,1195,1
45,451098,19301,211,434,581,4512,1462,0
21,47407,988,49,23,45,101,36,0
66,448853,9535,341,178,267,1158,268,1
4,412992,12199,438,260,514,1297,312,0
44,136980,9587,394,246,390,2603,565,1
15,310204,13158,159,340,482,1918,325,0
99,280251,23775,1025,433,968,2537,767,1
66,451015,40543,1154,422,1179,7910,1798,1
15,345657,25983,747,488,983,4733,1238,1
39,191307,6083,84,62,224,836,89,0
8,252795,9644,454,234,487,1352,230,1
99,36335,1614,36,21,45,415,62,0
85,432443,42413,986,524,1815,11929,3998,1
84,48168,3681,79,57,108,1012,364,1
2,19568,1443,49,26,50,254,70,0
99,82701,8062,107,136,296,833,174,0
95,274099,12858,502,259,323,3214,417,1
66,231801,10615,499,274,603,2475,422,1
75,210558,5626,209,132,263,1622,562,1
63,255468,13242,296,251,468,2469,972,1
27,350115,20453,714,544,703,3805,847,1
81,211873,18287,262,222,678,2189,625,1
11,424230,8729,197,205,343,2580,934,1
22,47597,4171,193,110,104,1249,221,1
82,145594,5657,262,91,334,883,340,1
56,22959,1436,41,20,69,198,52,0
78,291640,24183,1183,270,1269,3872,1026,1
60,30465,1471,34,15,38,416,166,1
87,216613,11306,447,332,432,3006,1179,1
78,239841,4950,146,102,138,776,255,1
25,360970,25199,909,639,661,6256,1750,1
35,132463,6708,155,127,227,1124,384,1
97,5005,301,8,9,11,40,10,0
12,280201,23280,892,351,1268,6487,1026,1
85,407644,36470,1667,1011,1519,8361,2204,1
74,139962,8457,303,169,335,1136,208,1
59,487544,47700,769,733,2080,10591,1548,1
20,117076,4564,98,131,242,1093,136,0
91,191757,6710,187,147,222,1719,605,1
43,266745,13366,292,371,801,3128,1241,1
24,461122,27694,782,467,1322,6976,2482,0
8,88805,6863,176,161,267,2050,653,0
39,301280,13913,300,214,358,3009,452,1
37,451605,9772,104,199,467,2818,433,1
19,485545,26648,930,714,1260,3775,900,0
28,319130,18822,455,282,899,4778,828,1
58,409359,38876,1364,639,1160,3957,675,1
91,184022,11180,445,215,492,2883,474,1
23,494838,41419,1129,789,1678,10048,1829,1
26,83000,3831,106,87,152,858,225,0
26,417699,26204,973,719,977,4783,1574,1
12,356834,32603,366,814,1641,9475,1101,1
60,405404,18831,256,400,737,2276,645,1
84,372304,34412,907,1000,1879,5481,810,1
19,158405,4781,172,54,167,1157,122,0
50,272411,5640,99,162,230,1688,434,1
77,242439,10862,217,183,417,1503,251,1
43,186879,13497,597,212,369,2372,873,1
52,485300,28231,464,463,818,7779,1902,1
35,394817,15919,706,382,667,3532,449,1
45,264561,9701,353,273,350,1373,404,1
47,306325,27416,862,686,701,4651,1008,1
88,100259,9017,138,121,309,1426,405,0
15,268430,19404,844,397,549,3976,1059,1
16,109132,8141,357,194,466,1981,652,1
50,72804,4281,86,88,135,1016,244,1
59,315084,16193,396,265,903,3227,903,1
